epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
665,0.8112,0.0000,0.7599,0.0000,0.0000,0.0000,0.0010000,32,,,
666,0.8131,0.0000,0.8932,0.0000,0.0000,0.0000,0.0010000,32,,,
667,0.8143,0.0000,0.8715,0.0000,0.0000,0.0000,0.0010000,32,,,
668,0.8161,0.0000,0.7802,0.0000,0.0000,0.0000,0.0010000,32,,,
669,0.8167,0.0000,0.8405,0.0000,0.0000,0.0000,0.0010000,32,,,
670,0.8185,0.0000,0.6975,0.0000,0.0000,0.0000,0.0010000,32,0.0000,0.0000,0.0000
671,0.8203,0.0000,0.7480,0.0000,0.0000,0.0000,0.0010000,32,,,
672,0.8221,0.0000,0.7626,0.0000,0.0000,0.0000,0.0010000,32,,,
673,0.8239,0.0000,0.6671,0.0000,0.0000,0.0000,0.0010000,33,,,
674,0.8256,0.0000,0.6678,0.0000,0.0000,0.0000,0.0010000,33,,,
675,0.8274,0.0000,0.7665,0.0000,0.0000,0.0000,0.0010000,33,,,
676,0.8278,0.0000,0.8241,0.0000,0.0000,0.0000,0.0010000,33,,,
677,0.8288,0.0000,0.8043,0.0000,0.0000,0.0000,0.0010000,33,,,
678,0.8298,0.0000,0.7523,0.0000,0.0000,0.0000,0.0010000,33,,,
679,0.8308,0.0000,0.8014,0.0000,0.0000,0.0000,0.0010000,33,,,
680,0.8325,0.0000,0.7975,0.0000,0.0000,0.0000,0.0010000,33,0.0000,0.0000,0.0000
681,0.8342,0.0000,0.7476,0.0000,0.0000,0.0000,0.0010000,33,,,
682,0.8359,0.0000,0.6918,0.0000,0.0000,0.0000,0.0010000,33,,,
683,0.8368,0.0000,0.7618,0.0000,0.0000,0.0000,0.0010000,33,,,
684,0.8384,0.0000,0.7098,0.0000,0.0000,0.0000,0.0010000,33,,,
685,0.8388,0.0000,0.8362,0.0000,0.0000,0.0000,0.0010000,33,,,
686,0.8391,0.0000,0.7793,0.0000,0.0000,0.0000,0.0010000,33,,,
687,0.8394,0.0000,0.8422,0.0000,0.0000,0.0000,0.0010000,33,,,
688,0.8397,0.0000,0.7592,0.0000,0.0000,0.0000,0.0010000,33,,,
689,0.8413,0.0000,0.8072,0.0000,0.0000,0.0000,0.0010000,34,,,
690,0.8422,0.0000,0.7025,0.0000,0.0000,0.0000,0.0010000,34,0.0000,0.0000,0.0000
691,0.8438,0.0000,0.6451,0.0000,0.0000,0.0000,0.0010000,34,,,
692,0.8453,0.0000,0.6179,0.0000,0.0000,0.0000,0.0010000,34,,,
693,0.8462,0.0000,0.8493,0.0000,0.0000,0.0000,0.0010000,34,,,
694,0.8477,0.0000,0.6765,0.0000,0.0000,0.0000,0.0010000,34,,,
695,0.8492,0.0000,0.7709,0.0000,0.0000,0.0000,0.0010000,34,,,
696,0.8500,0.0000,0.7214,0.0000,0.0000,0.0000,0.0010000,34,,,
697,0.8508,0.0000,0.7602,0.0000,0.0000,0.0000,0.0010000,34,,,
698,0.8523,0.0000,0.7004,0.0000,0.0000,0.0000,0.0010000,34,,,
699,0.8538,0.0000,0.6824,0.0000,0.0000,0.0000,0.0010000,34,,,
700,0.8553,0.0000,0.6587,0.0000,0.0000,0.0000,0.0010000,34,0.0000,0.0000,0.0000
701,0.8560,0.0000,0.7174,0.0000,0.0000,0.0000,0.0010000,34,,,
702,0.8574,0.0000,0.7015,0.0000,0.0000,0.0000,0.0010000,34,,,
703,0.8589,0.0000,0.7595,0.0000,0.0000,0.0000,0.0010000,34,,,
704,0.8596,0.0000,0.8147,0.0000,0.0000,0.0000,0.0010000,35,,,
705,0.8603,0.0000,0.6839,0.0000,0.0000,0.0000,0.0010000,35,,,
706,0.8610,0.0000,0.6966,0.0000,0.0000,0.0000,0.0010000,35,,,
707,0.8624,0.0000,0.7139,0.0000,0.0000,0.0000,0.0010000,35,,,
708,0.8631,0.0000,0.7133,0.0000,0.0000,0.0000,0.0010000,35,,,
709,0.8637,0.0000,0.5526,0.0000,0.0000,0.0000,0.0010000,35,,,
710,0.8651,0.0000,0.6313,0.0000,0.0000,0.0000,0.0010000,35,0.0000,0.0000,0.0000
711,0.8664,0.0000,0.7504,0.0000,0.0000,0.0000,0.0010000,35,,,
712,0.8671,0.0000,0.7497,0.0000,0.0000,0.0000,0.0010000,35,,,
713,0.8684,0.0000,0.7805,0.0000,0.0000,0.0000,0.0010000,35,,,
714,0.8697,0.0000,0.6773,0.0000,0.0000,0.0000,0.0010000,35,,,
715,0.8710,0.0000,0.7337,0.0000,0.0000,0.0000,0.0010000,35,,,
716,0.8723,0.0000,0.7483,0.0000,0.0000,0.0000,0.0010000,35,,,
717,0.8729,0.0000,0.7901,0.0000,0.0000,0.0000,0.0010000,35,,,
718,0.8735,0.0000,0.6714,0.0000,0.0000,0.0000,0.0010000,35,,,
719,0.8734,0.0000,0.8381,0.0000,0.0000,0.0000,0.0010000,35,,,
720,0.8747,0.0000,0.7132,0.0000,0.0000,0.0000,0.0010000,35,0.0000,0.0000,0.0000
721,0.8752,0.0000,0.7511,0.0000,0.0000,0.0000,0.0010000,35,,,
722,0.8765,0.0000,0.7286,0.0000,0.0000,0.0000,0.0010000,36,,,
723,0.8777,0.0000,0.6947,0.0000,0.0000,0.0000,0.0010000,36,,,
724,0.8782,0.0000,0.7228,0.0000,0.0000,0.0000,0.0010000,36,,,
725,0.8788,0.0000,0.7458,0.0000,0.0000,0.0000,0.0010000,36,,,
726,0.8793,0.0000,0.6086,0.0000,0.0000,0.0000,0.0010000,36,,,
727,0.8798,0.0000,0.7019,0.0000,0.0000,0.0000,0.0010000,36,,,
728,0.8803,0.0000,0.7752,0.0000,0.0000,0.0000,0.0010000,36,,,
729,0.8815,0.0000,0.5614,0.0000,0.0000,0.0000,0.0010000,36,,,
730,0.8827,0.0000,0.6883,0.0000,0.0000,0.0000,0.0010000,36,0.0000,0.0000,0.0000
731,0.8838,0.0000,0.7284,0.0000,0.0000,0.0000,0.0010000,36,,,
732,0.8850,0.0000,0.7475,0.0000,0.0000,0.0000,0.0010000,36,,,
733,0.8862,0.0000,0.5632,0.0000,0.0000,0.0000,0.0010000,36,,,
734,0.8873,0.0000,0.6823,0.0000,0.0000,0.0000,0.0010000,36,,,
735,0.8877,0.0000,0.6246,0.0000,0.0000,0.0000,0.0010000,36,,,
736,0.8888,0.0000,0.6539,0.0000,0.0000,0.0000,0.0010000,36,,,
737,0.8887,0.0000,0.7464,0.0000,0.0000,0.0000,0.0010000,36,,,
738,0.8898,0.0000,0.7357,0.0000,0.0000,0.0000,0.0010000,36,,,
739,0.8909,0.0000,0.6508,0.0000,0.0000,0.0000,0.0010000,36,,,
740,0.8920,0.0000,0.6671,0.0000,0.0000,0.0000,0.0010000,36,0.0000,0.0000,0.0000
741,0.8917,0.0000,0.7624,0.0000,0.0000,0.0000,0.0010000,36,,,
742,0.8928,0.0000,0.5687,0.0000,0.0000,0.0000,0.0010000,36,,,
743,0.8932,0.0000,0.7673,0.0000,0.0000,0.0000,0.0010000,36,,,
744,0.8936,0.0000,0.6520,0.0000,0.0000,0.0000,0.0010000,37,,,
745,0.8933,0.0000,0.7310,0.0000,0.0000,0.0000,0.0010000,37,,,
746,0.8937,0.0000,0.6057,0.0000,0.0000,0.0000,0.0010000,37,,,
747,0.8941,0.0000,0.6186,0.0000,0.0000,0.0000,0.0010000,37,,,
748,0.8951,0.0000,0.7576,0.0000,0.0000,0.0000,0.0010000,37,,,
749,0.8962,0.0000,0.6032,0.0000,0.0000,0.0000,0.0010000,37,,,
750,0.8965,0.0000,0.7051,0.0000,0.0000,0.0000,0.0010000,37,0.0000,0.0000,0.0000
751,0.8968,0.0000,0.6220,0.0000,0.0000,0.0000,0.0010000,37,,,
752,0.8979,0.0000,0.7118,0.0000,0.0000,0.0000,0.0010000,37,,,
753,0.8989,0.0000,0.7224,0.0000,0.0000,0.0000,0.0010000,37,,,
754,0.8986,0.0000,0.7490,0.0000,0.0000,0.0000,0.0010000,37,,,
755,0.8989,0.0000,0.7187,0.0000,0.0000,0.0000,0.0010000,37,,,
756,0.8992,0.0000,0.6420,0.0000,0.0000,0.0000,0.0010000,37,,,
757,0.8995,0.0000,0.6209,0.0000,0.0000,0.0000,0.0010000,37,,,
758,0.8998,0.0000,0.6644,0.0000,0.0000,0.0000,0.0010000,37,,,
759,0.9001,0.0000,0.6982,0.0000,0.0000,0.0000,0.0010000,37,,,
760,0.9004,0.0000,0.6037,0.0000,0.0000,0.0000,0.0010000,37,0.0000,0.0000,0.0000
761,0.9007,0.0000,0.6134,0.0000,0.0000,0.0000,0.0010000,37,,,
762,0.9010,0.0000,0.8117,0.0000,0.0000,0.0000,0.0010000,37,,,
763,0.9020,0.0000,0.7425,0.0000,0.0000,0.0000,0.0010000,37,,,
764,0.9030,0.0000,0.6576,0.0000,0.0000,0.0000,0.0010000,37,,,
765,0.9040,0.0000,0.6145,0.0000,0.0000,0.0000,0.0010000,38,,,
766,0.9042,0.0000,0.6878,0.0000,0.0000,0.0000,0.0010000,38,,,
767,0.9052,0.0000,0.6605,0.0000,0.0000,0.0000,0.0010000,38,,,
768,0.9061,0.0000,0.6611,0.0000,0.0000,0.0000,0.0010000,38,,,
769,0.9071,0.0000,0.6927,0.0000,0.0000,0.0000,0.0010000,38,,,
770,0.9080,0.0000,0.6842,0.0000,0.0000,0.0000,0.0010000,38,0.0000,0.0000,0.0000
771,0.9082,0.0000,0.6303,0.0000,0.0000,0.0000,0.0010000,38,,,
772,0.9078,0.0000,0.6415,0.0000,0.0000,0.0000,0.0010000,38,,,
773,0.9088,0.0000,0.6167,0.0000,0.0000,0.0000,0.0010000,38,,,
774,0.9097,0.0000,0.7113,0.0000,0.0000,0.0000,0.0010000,38,,,
775,0.9106,0.0000,0.6216,0.0000,0.0000,0.0000,0.0010000,38,,,
776,0.9108,0.0000,0.5360,0.0000,0.0000,0.0000,0.0010000,38,,,
777,0.9117,0.0000,0.6186,0.0000,0.0000,0.0000,0.0010000,38,,,
778,0.9125,0.0000,0.6360,0.0000,0.0000,0.0000,0.0010000,38,,,
779,0.9121,0.0000,0.7398,0.0000,0.0000,0.0000,0.0010000,38,,,
780,0.9123,0.0000,0.6304,0.0000,0.0000,0.0000,0.0010000,38,0.0000,0.0000,0.0000
781,0.9132,0.0000,0.6680,0.0000,0.0000,0.0000,0.0010000,38,,,
782,0.9133,0.0000,0.6950,0.0000,0.0000,0.0000,0.0010000,38,,,
783,0.9142,0.0000,0.6679,0.0000,0.0000,0.0000,0.0010000,38,,,
784,0.9151,0.0000,0.6464,0.0000,0.0000,0.0000,0.0010000,38,,,
785,0.9159,0.0000,0.6050,0.0000,0.0000,0.0000,0.0010000,38,,,
786,0.9168,0.0000,0.7102,0.0000,0.0000,0.0000,0.0010000,38,,,
787,0.9169,0.0000,0.7342,0.0000,0.0000,0.0000,0.0010000,39,,,
788,0.9177,0.0000,0.5470,0.0000,0.0000,0.0000,0.0010000,39,,,
789,0.9185,0.0000,0.6300,0.0000,0.0000,0.0000,0.0010000,39,,,
790,0.9194,0.0000,0.6692,0.0000,0.0000,0.0000,0.0010000,39,0.0000,0.0000,0.0000
791,0.9202,0.0000,0.6238,0.0000,0.0000,0.0000,0.0010000,39,,,
792,0.9203,0.0000,0.5750,0.0000,0.0000,0.0000,0.0010000,39,,,
793,0.9204,0.0000,0.6864,0.0000,0.0000,0.0000,0.0010000,39,,,
794,0.9205,0.0000,0.7012,0.0000,0.0000,0.0000,0.0010000,39,,,
795,0.9213,0.0000,0.6361,0.0000,0.0000,0.0000,0.0010000,39,,,
796,0.9213,0.0000,0.5568,0.0000,0.0000,0.0000,0.0010000,39,,,
797,0.9214,0.0000,0.5612,0.0000,0.0000,0.0000,0.0010000,39,,,
798,0.9215,0.0000,0.6319,0.0000,0.0000,0.0000,0.0010000,39,,,
799,0.9223,0.0000,0.5789,0.0000,0.0000,0.0000,0.0010000,39,,,
800,0.9231,0.0000,0.5227,0.0000,0.0000,0.0000,0.0010000,39,0.0000,0.0000,0.0000
801,0.9231,0.0000,0.7266,0.0000,0.0000,0.0000,0.0010000,39,,,
802,0.9232,0.0000,0.5780,0.0000,0.0000,0.0000,0.0010000,39,,,
803,0.9240,0.0000,0.5671,0.0000,0.0000,0.0000,0.0010000,39,,,
804,0.9240,0.0000,0.6543,0.0000,0.0000,0.0000,0.0010000,39,,,
805,0.9241,0.0000,0.6465,0.0000,0.0000,0.0000,0.0010000,39,,,
806,0.9242,0.0000,0.6256,0.0000,0.0000,0.0000,0.0010000,39,,,
807,0.9249,0.0000,0.5514,0.0000,0.0000,0.0000,0.0010000,39,,,
808,0.9257,0.0000,0.5216,0.0000,0.0000,0.0000,0.0010000,40,,,
809,0.9264,0.0000,0.5301,0.0000,0.0000,0.0000,0.0010000,40,,,
810,0.9271,0.0000,0.6683,0.0000,0.0000,0.0000,0.0010000,40,0.0000,0.0000,0.0000
811,0.9266,0.0000,0.5979,0.0000,0.0000,0.0000,0.0010000,40,,,
812,0.9273,0.0000,0.6550,0.0000,0.0000,0.0000,0.0010000,40,,,
813,0.9280,0.0000,0.4974,0.0000,0.0000,0.0000,0.0010000,40,,,
814,0.9281,0.0000,0.6791,0.0000,0.0000,0.0000,0.0010000,40,,,
815,0.9288,0.0000,0.5247,0.0000,0.0000,0.0000,0.0010000,40,,,
816,0.9295,0.0000,0.5731,0.0000,0.0000,0.0000,0.0010000,40,,,
817,0.9302,0.0000,0.6944,0.0000,0.0000,0.0000,0.0010000,40,,,
818,0.9302,0.0000,0.6351,0.0000,0.0000,0.0000,0.0010000,40,,,
819,0.9302,0.0000,0.5827,0.0000,0.0000,0.0000,0.0010000,40,,,
820,0.9302,0.0000,0.6450,0.0000,0.0000,0.0000,0.0010000,40,0.0000,0.0000,0.0000
821,0.9309,0.0000,0.5319,0.0000,0.0000,0.0000,0.0010000,40,,,
822,0.9316,0.0000,0.5514,0.0000,0.0000,0.0000,0.0010000,41,,,
823,0.9316,0.0000,0.5967,0.0000,0.0000,0.0000,0.0010000,41,,,
824,0.9315,0.0000,0.6069,0.0000,0.0000,0.0000,0.0010000,41,,,
825,0.9322,0.0000,0.5249,0.0000,0.0000,0.0000,0.0010000,41,,,
826,0.9329,0.0000,0.5692,0.0000,0.0000,0.0000,0.0010000,41,,,
827,0.9336,0.0000,0.4460,0.0000,0.0000,0.0000,0.0010000,41,,,
828,0.9342,0.0000,0.5174,0.0000,0.0000,0.0000,0.0010000,41,,,
829,0.9330,0.0000,0.7237,0.0000,0.0000,0.0000,0.0010000,41,,,
830,0.9337,0.0000,0.6101,0.0000,0.0000,0.0000,0.0010000,41,0.0000,0.0000,0.0000
831,0.9336,0.0000,0.5868,0.0000,0.0000,0.0000,0.0010000,41,,,
832,0.9343,0.0000,0.4121,0.0000,0.0000,0.0000,0.0010000,41,,,
833,0.9343,0.0000,0.5498,0.0000,0.0000,0.0000,0.0010000,41,,,
834,0.9342,0.0000,0.6826,0.0000,0.0000,0.0000,0.0010000,41,,,
835,0.9349,0.0000,0.5730,0.0000,0.0000,0.0000,0.0010000,41,,,
836,0.9348,0.0000,0.6421,0.0000,0.0000,0.0000,0.0010000,41,,,
837,0.9348,0.0000,0.5873,0.0000,0.0000,0.0000,0.0010000,42,,,
838,0.9354,0.0000,0.4517,0.0000,0.0000,0.0000,0.0010000,42,,,
839,0.9354,0.0000,0.5861,0.0000,0.0000,0.0000,0.0010000,42,,,
840,0.9360,0.0000,0.6439,0.0000,0.0000,0.0000,0.0010000,42,0.0000,0.0000,0.0000
841,0.9360,0.0000,0.6058,0.0000,0.0000,0.0000,0.0010000,42,,,
842,0.9366,0.0000,0.5818,0.0000,0.0000,0.0000,0.0010000,42,,,
843,0.9365,0.0000,0.4505,0.0000,0.0000,0.0000,0.0010000,42,,,
844,0.9372,0.0000,0.6266,0.0000,0.0000,0.0000,0.0010000,42,,,
845,0.9371,0.0000,0.5724,0.0000,0.0000,0.0000,0.0010000,42,,,
846,0.9370,0.0000,0.5880,0.0000,0.0000,0.0000,0.0010000,42,,,
847,0.9377,0.0000,0.4891,0.0000,0.0000,0.0000,0.0010000,42,,,
848,0.9370,0.0000,0.5733,0.0000,0.0000,0.0000,0.0010000,42,,,
849,0.9369,0.0000,0.5636,0.0000,0.0000,0.0000,0.0010000,42,,,
850,0.9362,0.0000,0.6855,0.0000,0.0000,0.0000,0.0010000,42,0.0000,0.0000,0.0000
851,0.9369,0.0000,0.4833,0.0000,0.0000,0.0000,0.0010000,42,,,
852,0.9375,0.0000,0.5194,0.0000,0.0000,0.0000,0.0010000,43,,,
853,0.9381,0.0000,0.5946,0.0000,0.0000,0.0000,0.0010000,43,,,
854,0.9388,0.0000,0.4623,0.0000,0.0000,0.0000,0.0010000,43,,,
855,0.9394,0.0000,0.5739,0.0000,0.0000,0.0000,0.0010000,43,,,
856,0.9400,0.0000,0.6212,0.0000,0.0000,0.0000,0.0010000,43,,,
857,0.9406,0.0000,0.5652,0.0000,0.0000,0.0000,0.0010000,43,,,
858,0.9412,0.0000,0.5096,0.0000,0.0000,0.0000,0.0010000,43,,,
859,0.9418,0.0000,0.4979,0.0000,0.0000,0.0000,0.0010000,43,,,
860,0.9423,0.0000,0.5868,0.0000,0.0000,0.0000,0.0010000,43,0.0000,0.0000,0.0000
861,0.9429,0.0000,0.5941,0.0000,0.0000,0.0000,0.0010000,43,,,
862,0.9435,0.0000,0.6730,0.0000,0.0000,0.0000,0.0010000,43,,,
863,0.9440,0.0000,0.5331,0.0000,0.0000,0.0000,0.0010000,43,,,
864,0.9446,0.0000,0.5815,0.0000,0.0000,0.0000,0.0010000,43,,,
865,0.9452,0.0000,0.6109,0.0000,0.0000,0.0000,0.0010000,43,,,
866,0.9457,0.0000,0.5676,0.0000,0.0000,0.0000,0.0010000,43,,,
867,0.9463,0.0000,0.4969,0.0000,0.0000,0.0000,0.0010000,44,,,
868,0.9468,0.0000,0.6487,0.0000,0.0000,0.0000,0.0010000,44,,,
869,0.9473,0.0000,0.5507,0.0000,0.0000,0.0000,0.0010000,44,,,
870,0.9478,0.0000,0.5771,0.0000,0.0000,0.0000,0.0010000,44,0.0000,0.0000,0.0000
871,0.9484,0.0000,0.4584,0.0000,0.0000,0.0000,0.0010000,44,,,
872,0.9489,0.0000,0.5467,0.0000,0.0000,0.0000,0.0010000,44,,,
873,0.9494,0.0000,0.6041,0.0000,0.0000,0.0000,0.0010000,44,,,
874,0.9499,0.0000,0.5415,0.0000,0.0000,0.0000,0.0010000,44,,,
875,0.9504,0.0000,0.5525,0.0000,0.0000,0.0000,0.0010000,44,,,
876,0.9509,0.0000,0.6804,0.0000,0.0000,0.0000,0.0010000,44,,,
877,0.9514,0.0000,0.5450,0.0000,0.0000,0.0000,0.0010000,44,,,
878,0.9519,0.0000,0.6098,0.0000,0.0000,0.0000,0.0010000,44,,,
879,0.9524,0.0000,0.5677,0.0000,0.0000,0.0000,0.0010000,44,,,
880,0.9528,0.0000,0.5888,0.0000,0.0000,0.0000,0.0010000,44,0.0000,0.0000,0.0000
881,0.9533,0.0000,0.4374,0.0000,0.0000,0.0000,0.0010000,44,,,
882,0.9538,0.0000,0.6638,0.0000,0.0000,0.0000,0.0010000,44,,,
883,0.9542,0.0000,0.4744,0.0000,0.0000,0.0000,0.0010000,44,,,
884,0.9547,0.0000,0.4642,0.0000,0.0000,0.0000,0.0010000,44,,,
885,0.9551,0.0000,0.5088,0.0000,0.0000,0.0000,0.0010000,44,,,
886,0.9556,0.0000,0.5128,0.0000,0.0000,0.0000,0.0010000,45,,,
887,0.9560,0.0000,0.7065,0.0000,0.0000,0.0000,0.0010000,45,,,
888,0.9565,0.0000,0.4907,0.0000,0.0000,0.0000,0.0010000,45,,,
889,0.9569,0.0000,0.5243,0.0000,0.0000,0.0000,0.0010000,45,,,
890,0.9573,0.0000,0.5980,0.0000,0.0000,0.0000,0.0010000,45,0.0000,0.0000,0.0000
891,0.9578,0.0000,0.5725,0.0000,0.0000,0.0000,0.0010000,45,,,
892,0.9582,0.0000,0.4733,0.0000,0.0000,0.0000,0.0010000,45,,,
893,0.9586,0.0000,0.6496,0.0000,0.0000,0.0000,0.0010000,45,,,
894,0.9590,0.0000,0.4962,0.0000,0.0000,0.0000,0.0010000,45,,,
895,0.9594,0.0000,0.6396,0.0000,0.0000,0.0000,0.0010000,45,,,
896,0.9598,0.0000,0.5862,0.0000,0.0000,0.0000,0.0010000,45,,,
897,0.9602,0.0000,0.5855,0.0000,0.0000,0.0000,0.0010000,45,,,
898,0.9606,0.0000,0.5410,0.0000,0.0000,0.0000,0.0010000,45,,,
899,0.9610,0.0000,0.6332,0.0000,0.0000,0.0000,0.0010000,45,,,
900,0.9614,0.0000,0.4936,0.0000,0.0000,0.0000,0.0010000,45,0.0000,0.0000,0.0000
901,0.9618,0.0000,0.5698,0.0000,0.0000,0.0000,0.0010000,45,,,
902,0.9622,0.0000,0.4580,0.0000,0.0000,0.0000,0.0010000,45,,,
903,0.9626,0.0000,0.4516,0.0000,0.0000,0.0000,0.0010000,45,,,
904,0.9629,0.0000,0.6068,0.0000,0.0000,0.0000,0.0010000,45,,,
905,0.9633,0.0000,0.4819,0.0000,0.0000,0.0000,0.0010000,45,,,
906,0.9637,0.0000,0.4647,0.0000,0.0000,0.0000,0.0010000,45,,,
907,0.9640,0.0000,0.5500,0.0000,0.0000,0.0000,0.0010000,46,,,
908,0.9644,0.0000,0.5251,0.0000,0.0000,0.0000,0.0010000,46,,,
909,0.9648,0.0000,0.5739,0.0000,0.0000,0.0000,0.0010000,46,,,
910,0.9651,0.0000,0.5820,0.0000,0.0000,0.0000,0.0010000,46,0.0000,0.0000,0.0000
911,0.9655,0.0000,0.4999,0.0000,0.0000,0.0000,0.0010000,46,,,
912,0.9658,0.0000,0.5637,0.0000,0.0000,0.0000,0.0010000,46,,,
913,0.9661,0.0000,0.4948,0.0000,0.0000,0.0000,0.0010000,46,,,
914,0.9665,0.0000,0.5574,0.0000,0.0000,0.0000,0.0010000,46,,,
915,0.9668,0.0000,0.5801,0.0000,0.0000,0.0000,0.0010000,46,,,
916,0.9672,0.0000,0.5529,0.0000,0.0000,0.0000,0.0010000,46,,,
917,0.9675,0.0000,0.5267,0.0000,0.0000,0.0000,0.0010000,46,,,
918,0.9678,0.0000,0.5855,0.0000,0.0000,0.0000,0.0010000,46,,,
919,0.9681,0.0000,0.6087,0.0000,0.0000,0.0000,0.0010000,46,,,
920,0.9684,0.0000,0.4589,0.0000,0.0000,0.0000,0.0010000,46,0.0000,0.0000,0.0000
921,0.9688,0.0000,0.5469,0.0000,0.0000,0.0000,0.0010000,46,,,
922,0.9691,0.0000,0.4408,0.0000,0.0000,0.0000,0.0010000,46,,,
923,0.9694,0.0000,0.5253,0.0000,0.0000,0.0000,0.0010000,46,,,
924,0.9697,0.0000,0.5621,0.0000,0.0000,0.0000,0.0010000,46,,,
925,0.9700,0.0000,0.4953,0.0000,0.0000,0.0000,0.0010000,46,,,
926,0.9703,0.0000,0.6071,0.0000,0.0000,0.0000,0.0010000,47,,,
927,0.9706,0.0000,0.5708,0.0000,0.0000,0.0000,0.0010000,47,,,
928,0.9709,0.0000,0.5149,0.0000,0.0000,0.0000,0.0010000,47,,,
929,0.9712,0.0000,0.5545,0.0000,0.0000,0.0000,0.0010000,47,,,
930,0.9715,0.0000,0.4321,0.0000,0.0000,0.0000,0.0010000,47,0.0000,0.0000,0.0000
931,0.9718,0.0000,0.5674,0.0000,0.0000,0.0000,0.0010000,47,,,
932,0.9720,0.0000,0.4702,0.0000,0.0000,0.0000,0.0010000,47,,,
933,0.9723,0.0000,0.5730,0.0000,0.0000,0.0000,0.0010000,47,,,
934,0.9726,0.0000,0.5225,0.0000,0.0000,0.0000,0.0010000,47,,,
935,0.9729,0.0000,0.5431,0.0000,0.0000,0.0000,0.0010000,47,,,
936,0.9731,0.0000,0.4613,0.0000,0.0000,0.0000,0.0010000,47,,,
937,0.9734,0.0000,0.4755,0.0000,0.0000,0.0000,0.0010000,47,,,
938,0.9737,0.0000,0.5703,0.0000,0.0000,0.0000,0.0010000,47,,,
939,0.9739,0.0000,0.5047,0.0000,0.0000,0.0000,0.0010000,47,,,
940,0.9742,0.0000,0.4785,0.0000,0.0000,0.0000,0.0010000,47,0.0000,0.0000,0.0000
941,0.9745,0.0000,0.5160,0.0000,0.0000,0.0000,0.0010000,47,,,
942,0.9747,0.0000,0.4261,0.0000,0.0000,0.0000,0.0010000,48,,,
943,0.9750,0.0000,0.5386,0.0000,0.0000,0.0000,0.0010000,48,,,
944,0.9752,0.0000,0.4888,0.0000,0.0000,0.0000,0.0010000,48,,,
945,0.9755,0.0000,0.4690,0.0000,0.0000,0.0000,0.0010000,48,,,
946,0.9757,0.0000,0.5323,0.0000,0.0000,0.0000,0.0010000,48,,,
947,0.9759,0.0000,0.4358,0.0000,0.0000,0.0000,0.0010000,48,,,
948,0.9762,0.0000,0.5467,0.0000,0.0000,0.0000,0.0010000,48,,,
949,0.9764,0.0000,0.5628,0.0000,0.0000,0.0000,0.0010000,48,,,
950,0.9767,0.0000,0.5383,0.0000,0.0000,0.0000,0.0010000,48,0.0000,0.0000,0.0000
951,0.9769,0.0000,0.3750,0.0000,0.0000,0.0000,0.0010000,48,,,
952,0.9771,0.0000,0.5851,0.0000,0.0000,0.0000,0.0010000,48,,,
953,0.9774,0.0000,0.4970,0.0000,0.0000,0.0000,0.0010000,48,,,
954,0.9776,0.0000,0.4431,0.0000,0.0000,0.0000,0.0010000,48,,,
955,0.9778,0.0000,0.4443,0.0000,0.0000,0.0000,0.0010000,48,,,
956,0.9780,0.0000,0.4812,0.0000,0.0000,0.0000,0.0010000,48,,,
957,0.9782,0.0000,0.4731,0.0000,0.0000,0.0000,0.0010000,49,,,
958,0.9785,0.0000,0.4210,0.0000,0.0000,0.0000,0.0010000,49,,,
959,0.9787,0.0000,0.5091,0.0000,0.0000,0.0000,0.0010000,49,,,
960,0.9789,0.0000,0.4659,0.0000,0.0000,0.0000,0.0010000,49,0.0000,0.0000,0.0000
961,0.9791,0.0000,0.5135,0.0000,0.0000,0.0000,0.0010000,49,,,
962,0.9793,0.0000,0.5209,0.0000,0.0000,0.0000,0.0010000,49,,,
963,0.9795,0.0000,0.5051,0.0000,0.0000,0.0000,0.0010000,49,,,
964,0.9797,0.0000,0.4790,0.0000,0.0000,0.0000,0.0010000,49,,,
965,0.9799,0.0000,0.5181,0.0000,0.0000,0.0000,0.0010000,49,,,
966,0.9801,0.0000,0.5736,0.0000,0.0000,0.0000,0.0010000,49,,,
967,0.9803,0.0000,0.5143,0.0000,0.0000,0.0000,0.0010000,49,,,
968,0.9805,0.0000,0.4259,0.0000,0.0000,0.0000,0.0010000,49,,,
969,0.9807,0.0000,0.5671,0.0000,0.0000,0.0000,0.0010000,49,,,
970,0.9809,0.0000,0.5433,0.0000,0.0000,0.0000,0.0010000,49,0.0000,0.0000,0.0000
971,0.9811,0.0000,0.4090,0.0000,0.0000,0.0000,0.0010000,50,,,
972,0.9813,0.0000,0.5627,0.0000,0.0000,0.0000,0.0010000,50,,,
973,0.9815,0.0000,0.4446,0.0000,0.0000,0.0000,0.0010000,50,,,
974,0.9817,0.0000,0.5014,0.0000,0.0000,0.0000,0.0010000,50,,,
975,0.9818,0.0000,0.4513,0.0000,0.0000,0.0000,0.0010000,50,,,
976,0.9820,0.0000,0.4690,0.0000,0.0000,0.0000,0.0010000,50,,,
977,0.9822,0.0000,0.4974,0.0000,0.0000,0.0000,0.0010000,50,,,
978,0.9824,0.0000,0.6067,0.0000,0.0000,0.0000,0.0010000,50,,,
979,0.9826,0.0000,0.4827,0.0000,0.0000,0.0000,0.0010000,50,,,
