epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
350,0.2618,0.0000,1.1196,0.0000,0.0000,0.0000,0.0010000,15,0.0000,0.0000,0.0000
351,0.2642,0.0000,1.1766,0.0000,0.0000,0.0000,0.0010000,15,,,
352,0.2671,0.0000,1.1569,0.0000,0.0000,0.0000,0.0010000,15,,,
353,0.2701,0.0000,1.1827,0.0000,0.0000,0.0000,0.0010000,15,,,
354,0.2730,0.0000,1.1187,0.0000,0.0000,0.0000,0.0010000,16,,,
355,0.2739,0.0000,1.2301,0.0000,0.0000,0.0000,0.0010000,16,,,
356,0.2749,0.0000,1.2164,0.0000,0.0000,0.0000,0.0010000,16,,,
357,0.2752,0.0000,1.2428,0.0000,0.0000,0.0000,0.0010000,16,,,
358,0.2768,0.0000,1.1730,0.0000,0.0000,0.0000,0.0010000,16,,,
359,0.2802,0.0000,1.1464,0.0000,0.0000,0.0000,0.0010000,16,,,
360,0.2811,0.0000,1.2080,0.0000,0.0000,0.0000,0.0010000,16,0.0000,0.0000,0.0000
361,0.2858,0.0000,0.9889,0.0000,0.0000,0.0000,0.0010000,16,,,
362,0.2860,0.0000,1.2900,0.0000,0.0000,0.0000,0.0010000,16,,,
363,0.2869,0.0000,1.1785,0.0000,0.0000,0.0000,0.0010000,16,,,
364,0.2883,0.0000,1.2839,0.0000,0.0000,0.0000,0.0010000,16,,,
365,0.2910,0.0000,1.2090,0.0000,0.0000,0.0000,0.0010000,16,,,
366,0.2943,0.0000,1.0307,0.0000,0.0000,0.0000,0.0010000,16,,,
367,0.2964,0.0000,1.1593,0.0000,0.0000,0.0000,0.0010000,16,,,
368,0.2990,0.0000,1.0691,0.0000,0.0000,0.0000,0.0010000,16,,,
369,0.3003,0.0000,1.2178,0.0000,0.0000,0.0000,0.0010000,16,,,
370,0.3016,0.0000,1.1232,0.0000,0.0000,0.0000,0.0010000,16,0.0000,0.0000,0.0000
371,0.3054,0.0000,1.0746,0.0000,0.0000,0.0000,0.0010000,16,,,
372,0.3086,0.0000,0.9916,0.0000,0.0000,0.0000,0.0010000,16,,,
373,0.3111,0.0000,1.1483,0.0000,0.0000,0.0000,0.0010000,16,,,
374,0.3148,0.0000,1.0721,0.0000,0.0000,0.0000,0.0010000,16,,,
375,0.3197,0.0000,1.0775,0.0000,0.0000,0.0000,0.0010000,16,,,
376,0.3227,0.0000,1.0952,0.0000,0.0000,0.0000,0.0010000,16,,,
377,0.3251,0.0000,1.1242,0.0000,0.0000,0.0000,0.0010000,16,,,
378,0.3280,0.0000,1.1231,0.0000,0.0000,0.0000,0.0010000,16,,,
379,0.3273,0.0000,1.3026,0.0000,0.0000,0.0000,0.0010000,17,,,
380,0.3296,0.0000,1.1490,0.0000,0.0000,0.0000,0.0010000,17,0.0000,0.0000,0.0000
381,0.3319,0.0000,1.1107,0.0000,0.0000,0.0000,0.0010000,17,,,
382,0.3329,0.0000,1.1470,0.0000,0.0000,0.0000,0.0010000,17,,,
383,0.3370,0.0000,0.9972,0.0000,0.0000,0.0000,0.0010000,17,,,
384,0.3393,0.0000,1.1160,0.0000,0.0000,0.0000,0.0010000,17,,,
385,0.3402,0.0000,1.1820,0.0000,0.0000,0.0000,0.0010000,17,,,
386,0.3436,0.0000,1.0167,0.0000,0.0000,0.0000,0.0010000,17,,,
387,0.3444,0.0000,1.2217,0.0000,0.0000,0.0000,0.0010000,17,,,
388,0.3485,0.0000,1.0536,0.0000,0.0000,0.0000,0.0010000,17,,,
389,0.3518,0.0000,0.9949,0.0000,0.0000,0.0000,0.0010000,17,,,
390,0.3551,0.0000,1.0418,0.0000,0.0000,0.0000,0.0010000,17,0.0000,0.0000,0.0000
391,0.3577,0.0000,0.9155,0.0000,0.0000,0.0000,0.0010000,17,,,
392,0.3585,0.0000,1.1411,0.0000,0.0000,0.0000,0.0010000,17,,,
393,0.3599,0.0000,1.1184,0.0000,0.0000,0.0000,0.0010000,17,,,
394,0.3613,0.0000,1.1054,0.0000,0.0000,0.0000,0.0010000,17,,,
395,0.3627,0.0000,1.0721,0.0000,0.0000,0.0000,0.0010000,17,,,
396,0.3633,0.0000,1.1694,0.0000,0.0000,0.0000,0.0010000,17,,,
397,0.3653,0.0000,1.0950,0.0000,0.0000,0.0000,0.0010000,17,,,
398,0.3648,0.0000,1.2349,0.0000,0.0000,0.0000,0.0010000,17,,,
399,0.3679,0.0000,1.1268,0.0000,0.0000,0.0000,0.0010000,17,,,
400,0.3685,0.0000,1.1343,0.0000,0.0000,0.0000,0.0010000,17,0.0000,0.0000,0.0000
401,0.3716,0.0000,1.1008,0.0000,0.0000,0.0000,0.0010000,17,,,
402,0.3735,0.0000,1.0886,0.0000,0.0000,0.0000,0.0010000,17,,,
403,0.3773,0.0000,1.0401,0.0000,0.0000,0.0000,0.0010000,17,,,
404,0.3791,0.0000,1.0982,0.0000,0.0000,0.0000,0.0010000,18,,,
405,0.3809,0.0000,1.1268,0.0000,0.0000,0.0000,0.0010000,18,,,
406,0.3821,0.0000,1.0591,0.0000,0.0000,0.0000,0.0010000,18,,,
407,0.3851,0.0000,1.0577,0.0000,0.0000,0.0000,0.0010000,18,,,
408,0.3887,0.0000,1.0135,0.0000,0.0000,0.0000,0.0010000,18,,,
409,0.3886,0.0000,1.1418,0.0000,0.0000,0.0000,0.0010000,18,,,
410,0.3903,0.0000,1.1456,0.0000,0.0000,0.0000,0.0010000,18,0.0000,0.0000,0.0000
411,0.3901,0.0000,1.2055,0.0000,0.0000,0.0000,0.0010000,18,,,
412,0.3912,0.0000,1.0098,0.0000,0.0000,0.0000,0.0010000,18,,,
413,0.3916,0.0000,1.1803,0.0000,0.0000,0.0000,0.0010000,18,,,
414,0.3944,0.0000,0.8844,0.0000,0.0000,0.0000,0.0010000,18,,,
415,0.3955,0.0000,1.1051,0.0000,0.0000,0.0000,0.0010000,18,,,
416,0.3965,0.0000,1.2232,0.0000,0.0000,0.0000,0.0010000,18,,,
417,0.4001,0.0000,0.9581,0.0000,0.0000,0.0000,0.0010000,18,,,
418,0.3998,0.0000,1.1446,0.0000,0.0000,0.0000,0.0010000,18,,,
419,0.4026,0.0000,1.0059,0.0000,0.0000,0.0000,0.0010000,18,,,
420,0.4010,0.0000,1.1994,0.0000,0.0000,0.0000,0.0010000,18,0.0000,0.0000,0.0000
421,0.4001,0.0000,1.1953,0.0000,0.0000,0.0000,0.0010000,18,,,
422,0.4036,0.0000,0.9329,0.0000,0.0000,0.0000,0.0010000,18,,,
423,0.4039,0.0000,1.0687,0.0000,0.0000,0.0000,0.0010000,18,,,
424,0.4074,0.0000,1.0307,0.0000,0.0000,0.0000,0.0010000,18,,,
425,0.4108,0.0000,0.9662,0.0000,0.0000,0.0000,0.0010000,18,,,
426,0.4123,0.0000,1.0764,0.0000,0.0000,0.0000,0.0010000,19,,,
427,0.4157,0.0000,0.9654,0.0000,0.0000,0.0000,0.0010000,19,,,
428,0.4183,0.0000,0.9676,0.0000,0.0000,0.0000,0.0010000,19,,,
429,0.4197,0.0000,1.1181,0.0000,0.0000,0.0000,0.0010000,19,,,
430,0.4217,0.0000,1.0775,0.0000,0.0000,0.0000,0.0010000,19,0.0000,0.0000,0.0000
431,0.4237,0.0000,1.1130,0.0000,0.0000,0.0000,0.0010000,19,,,
432,0.4257,0.0000,1.1083,0.0000,0.0000,0.0000,0.0010000,19,,,
433,0.4270,0.0000,1.0905,0.0000,0.0000,0.0000,0.0010000,19,,,
434,0.4283,0.0000,1.1284,0.0000,0.0000,0.0000,0.0010000,19,,,
435,0.4297,0.0000,1.0884,0.0000,0.0000,0.0000,0.0010000,19,,,
436,0.4329,0.0000,1.1202,0.0000,0.0000,0.0000,0.0010000,19,,,
437,0.4341,0.0000,1.0798,0.0000,0.0000,0.0000,0.0010000,19,,,
438,0.4360,0.0000,1.0670,0.0000,0.0000,0.0000,0.0010000,19,,,
439,0.4353,0.0000,1.1450,0.0000,0.0000,0.0000,0.0010000,19,,,
440,0.4378,0.0000,1.0188,0.0000,0.0000,0.0000,0.0010000,19,0.0000,0.0000,0.0000
441,0.4384,0.0000,1.0734,0.0000,0.0000,0.0000,0.0010000,19,,,
442,0.4371,0.0000,1.1369,0.0000,0.0000,0.0000,0.0010000,19,,,
443,0.4377,0.0000,1.1148,0.0000,0.0000,0.0000,0.0010000,19,,,
444,0.4402,0.0000,1.0363,0.0000,0.0000,0.0000,0.0010000,20,,,
445,0.4433,0.0000,0.9199,0.0000,0.0000,0.0000,0.0010000,20,,,
446,0.4475,0.0000,0.8818,0.0000,0.0000,0.0000,0.0010000,20,,,
447,0.4499,0.0000,0.9770,0.0000,0.0000,0.0000,0.0010000,20,,,
448,0.4522,0.0000,0.9801,0.0000,0.0000,0.0000,0.0010000,20,,,
449,0.4544,0.0000,1.0293,0.0000,0.0000,0.0000,0.0010000,20,,,
450,0.4567,0.0000,1.0339,0.0000,0.0000,0.0000,0.0010000,20,0.0000,0.0000,0.0000
451,0.4589,0.0000,0.9534,0.0000,0.0000,0.0000,0.0010000,20,,,
452,0.4605,0.0000,0.9470,0.0000,0.0000,0.0000,0.0010000,20,,,
453,0.4621,0.0000,1.1043,0.0000,0.0000,0.0000,0.0010000,20,,,
454,0.4625,0.0000,1.0723,0.0000,0.0000,0.0000,0.0010000,20,,,
455,0.4641,0.0000,1.0566,0.0000,0.0000,0.0000,0.0010000,20,,,
456,0.4669,0.0000,0.9996,0.0000,0.0000,0.0000,0.0010000,20,,,
457,0.4679,0.0000,1.0390,0.0000,0.0000,0.0000,0.0010000,20,,,
458,0.4682,0.0000,1.0980,0.0000,0.0000,0.0000,0.0010000,20,,,
459,0.4697,0.0000,1.0386,0.0000,0.0000,0.0000,0.0010000,20,,,
460,0.4712,0.0000,1.0354,0.0000,0.0000,0.0000,0.0010000,20,0.0000,0.0000,0.0000
461,0.4727,0.0000,1.0121,0.0000,0.0000,0.0000,0.0010000,20,,,
462,0.4736,0.0000,1.0263,0.0000,0.0000,0.0000,0.0010000,20,,,
463,0.4750,0.0000,1.0066,0.0000,0.0000,0.0000,0.0010000,20,,,
464,0.4771,0.0000,0.9263,0.0000,0.0000,0.0000,0.0010000,20,,,
465,0.4779,0.0000,1.0670,0.0000,0.0000,0.0000,0.0010000,21,,,
466,0.4787,0.0000,1.0011,0.0000,0.0000,0.0000,0.0010000,21,,,
467,0.4815,0.0000,0.9542,0.0000,0.0000,0.0000,0.0010000,21,,,
468,0.4816,0.0000,1.0689,0.0000,0.0000,0.0000,0.0010000,21,,,
469,0.4836,0.0000,0.9070,0.0000,0.0000,0.0000,0.0010000,21,,,
470,0.4850,0.0000,0.9503,0.0000,0.0000,0.0000,0.0010000,21,0.0000,0.0000,0.0000
471,0.4863,0.0000,0.9584,0.0000,0.0000,0.0000,0.0010000,21,,,
472,0.4877,0.0000,1.0182,0.0000,0.0000,0.0000,0.0010000,21,,,
473,0.4915,0.0000,0.8290,0.0000,0.0000,0.0000,0.0010000,21,,,
474,0.4928,0.0000,1.0269,0.0000,0.0000,0.0000,0.0010000,21,,,
475,0.4954,0.0000,0.9672,0.0000,0.0000,0.0000,0.0010000,21,,,
476,0.4935,0.0000,1.2000,0.0000,0.0000,0.0000,0.0010000,21,,,
477,0.4911,0.0000,1.1631,0.0000,0.0000,0.0000,0.0010000,21,,,
478,0.4930,0.0000,0.9836,0.0000,0.0000,0.0000,0.0010000,21,,,
479,0.4955,0.0000,0.9494,0.0000,0.0000,0.0000,0.0010000,21,,,
480,0.4974,0.0000,0.9646,0.0000,0.0000,0.0000,0.0010000,21,0.0000,0.0000,0.0000
481,0.4961,0.0000,1.1068,0.0000,0.0000,0.0000,0.0010000,21,,,
482,0.4986,0.0000,0.9684,0.0000,0.0000,0.0000,0.0010000,21,,,
483,0.4973,0.0000,1.0763,0.0000,0.0000,0.0000,0.0010000,21,,,
484,0.4999,0.0000,0.9668,0.0000,0.0000,0.0000,0.0010000,21,,,
485,0.5030,0.0000,0.9416,0.0000,0.0000,0.0000,0.0010000,21,,,
486,0.5035,0.0000,1.0131,0.0000,0.0000,0.0000,0.0010000,21,,,
487,0.5047,0.0000,0.9721,0.0000,0.0000,0.0000,0.0010000,22,,,
488,0.5072,0.0000,0.9820,0.0000,0.0000,0.0000,0.0010000,22,,,
489,0.5077,0.0000,1.0850,0.0000,0.0000,0.0000,0.0010000,22,,,
490,0.5113,0.0000,0.8642,0.0000,0.0000,0.0000,0.0010000,22,0.0000,0.0000,0.0000
491,0.5130,0.0000,1.0148,0.0000,0.0000,0.0000,0.0010000,22,,,
492,0.5141,0.0000,0.9719,0.0000,0.0000,0.0000,0.0010000,22,,,
493,0.5151,0.0000,1.0603,0.0000,0.0000,0.0000,0.0010000,22,,,
494,0.5175,0.0000,1.0227,0.0000,0.0000,0.0000,0.0010000,22,,,
495,0.5198,0.0000,0.9320,0.0000,0.0000,0.0000,0.0010000,22,,,
496,0.5227,0.0000,0.9525,0.0000,0.0000,0.0000,0.0010000,22,,,
497,0.5225,0.0000,1.1726,0.0000,0.0000,0.0000,0.0010000,22,,,
498,0.5254,0.0000,0.9840,0.0000,0.0000,0.0000,0.0010000,22,,,
499,0.5269,0.0000,0.9914,0.0000,0.0000,0.0000,0.0010000,22,,,
500,0.5284,0.0000,0.9393,0.0000,0.0000,0.0000,0.0010000,22,0.0000,0.0000,0.0000
501,0.5287,0.0000,1.0203,0.0000,0.0000,0.0000,0.0010000,22,,,
502,0.5291,0.0000,1.0149,0.0000,0.0000,0.0000,0.0010000,22,,,
503,0.5288,0.0000,1.0624,0.0000,0.0000,0.0000,0.0010000,22,,,
504,0.5316,0.0000,1.0395,0.0000,0.0000,0.0000,0.0010000,22,,,
505,0.5313,0.0000,1.0525,0.0000,0.0000,0.0000,0.0010000,22,,,
506,0.5341,0.0000,0.9170,0.0000,0.0000,0.0000,0.0010000,23,,,
507,0.5355,0.0000,1.0754,0.0000,0.0000,0.0000,0.0010000,23,,,
508,0.5377,0.0000,0.9991,0.0000,0.0000,0.0000,0.0010000,23,,,
509,0.5391,0.0000,0.9841,0.0000,0.0000,0.0000,0.0010000,23,,,
510,0.5393,0.0000,0.9525,0.0000,0.0000,0.0000,0.0010000,23,0.0000,0.0000,0.0000
511,0.5389,0.0000,1.0514,0.0000,0.0000,0.0000,0.0010000,23,,,
512,0.5397,0.0000,0.9305,0.0000,0.0000,0.0000,0.0010000,23,,,
513,0.5411,0.0000,1.0349,0.0000,0.0000,0.0000,0.0010000,23,,,
514,0.5432,0.0000,0.8076,0.0000,0.0000,0.0000,0.0010000,23,,,
515,0.5459,0.0000,0.9093,0.0000,0.0000,0.0000,0.0010000,23,,,
516,0.5454,0.0000,1.0627,0.0000,0.0000,0.0000,0.0010000,23,,,
517,0.5462,0.0000,1.0266,0.0000,0.0000,0.0000,0.0010000,23,,,
518,0.5488,0.0000,0.9263,0.0000,0.0000,0.0000,0.0010000,23,,,
519,0.5508,0.0000,0.8981,0.0000,0.0000,0.0000,0.0010000,23,,,
520,0.5540,0.0000,0.9223,0.0000,0.0000,0.0000,0.0010000,23,0.0000,0.0000,0.0000
521,0.5541,0.0000,0.9942,0.0000,0.0000,0.0000,0.0010000,23,,,
522,0.5560,0.0000,0.9291,0.0000,0.0000,0.0000,0.0010000,23,,,
523,0.5592,0.0000,0.8803,0.0000,0.0000,0.0000,0.0010000,23,,,
524,0.5617,0.0000,0.9780,0.0000,0.0000,0.0000,0.0010000,24,,,
525,0.5635,0.0000,0.9578,0.0000,0.0000,0.0000,0.0010000,24,,,
526,0.5660,0.0000,0.9267,0.0000,0.0000,0.0000,0.0010000,24,,,
527,0.5685,0.0000,0.9485,0.0000,0.0000,0.0000,0.0010000,24,,,
528,0.5684,0.0000,1.0695,0.0000,0.0000,0.0000,0.0010000,24,,,
529,0.5695,0.0000,0.9497,0.0000,0.0000,0.0000,0.0010000,24,,,
530,0.5706,0.0000,1.0757,0.0000,0.0000,0.0000,0.0010000,24,0.0000,0.0000,0.0000
531,0.5736,0.0000,0.9054,0.0000,0.0000,0.0000,0.0010000,24,,,
532,0.5740,0.0000,0.9818,0.0000,0.0000,0.0000,0.0010000,24,,,
533,0.5758,0.0000,0.9598,0.0000,0.0000,0.0000,0.0010000,24,,,
534,0.5776,0.0000,0.9155,0.0000,0.0000,0.0000,0.0010000,24,,,
535,0.5799,0.0000,0.8062,0.0000,0.0000,0.0000,0.0010000,24,,,
536,0.5791,0.0000,0.9873,0.0000,0.0000,0.0000,0.0010000,24,,,
537,0.5808,0.0000,0.8732,0.0000,0.0000,0.0000,0.0010000,24,,,
538,0.5818,0.0000,0.8805,0.0000,0.0000,0.0000,0.0010000,24,,,
539,0.5828,0.0000,0.9181,0.0000,0.0000,0.0000,0.0010000,24,,,
540,0.5837,0.0000,0.8960,0.0000,0.0000,0.0000,0.0010000,25,0.0000,0.0000,0.0000
541,0.5866,0.0000,0.8789,0.0000,0.0000,0.0000,0.0010000,25,,,
542,0.5863,0.0000,0.9956,0.0000,0.0000,0.0000,0.0010000,25,,,
543,0.5886,0.0000,0.9139,0.0000,0.0000,0.0000,0.0010000,25,,,
544,0.5889,0.0000,0.8593,0.0000,0.0000,0.0000,0.0010000,25,,,
545,0.5898,0.0000,0.9808,0.0000,0.0000,0.0000,0.0010000,25,,,
546,0.5895,0.0000,0.9748,0.0000,0.0000,0.0000,0.0010000,25,,,
547,0.5929,0.0000,0.8692,0.0000,0.0000,0.0000,0.0010000,25,,,
548,0.5926,0.0000,0.9625,0.0000,0.0000,0.0000,0.0010000,25,,,
549,0.5953,0.0000,0.7263,0.0000,0.0000,0.0000,0.0010000,25,,,
550,0.5969,0.0000,0.8276,0.0000,0.0000,0.0000,0.0010000,25,0.0000,0.0000,0.0000
551,0.5996,0.0000,0.9459,0.0000,0.0000,0.0000,0.0010000,25,,,
552,0.6017,0.0000,0.8127,0.0000,0.0000,0.0000,0.0010000,25,,,
553,0.6025,0.0000,0.9960,0.0000,0.0000,0.0000,0.0010000,25,,,
554,0.6046,0.0000,0.8353,0.0000,0.0000,0.0000,0.0010000,25,,,
555,0.6060,0.0000,0.8488,0.0000,0.0000,0.0000,0.0010000,25,,,
556,0.6081,0.0000,0.8718,0.0000,0.0000,0.0000,0.0010000,25,,,
557,0.6101,0.0000,0.8766,0.0000,0.0000,0.0000,0.0010000,25,,,
558,0.6127,0.0000,0.9531,0.0000,0.0000,0.0000,0.0010000,25,,,
559,0.6153,0.0000,0.8478,0.0000,0.0000,0.0000,0.0010000,26,,,
560,0.6184,0.0000,0.8814,0.0000,0.0000,0.0000,0.0010000,26,0.0000,0.0000,0.0000
561,0.6209,0.0000,0.8734,0.0000,0.0000,0.0000,0.0010000,26,,,
562,0.6209,0.0000,1.0020,0.0000,0.0000,0.0000,0.0010000,26,,,
563,0.6234,0.0000,0.8244,0.0000,0.0000,0.0000,0.0010000,26,,,
564,0.6253,0.0000,1.0015,0.0000,0.0000,0.0000,0.0010000,26,,,
565,0.6271,0.0000,0.9042,0.0000,0.0000,0.0000,0.0010000,26,,,
566,0.6277,0.0000,0.9018,0.0000,0.0000,0.0000,0.0010000,26,,,
567,0.6301,0.0000,0.9558,0.0000,0.0000,0.0000,0.0010000,26,,,
568,0.6325,0.0000,0.8470,0.0000,0.0000,0.0000,0.0010000,26,,,
569,0.6349,0.0000,0.8513,0.0000,0.0000,0.0000,0.0010000,26,,,
570,0.6366,0.0000,0.8306,0.0000,0.0000,0.0000,0.0010000,26,0.0000,0.0000,0.0000
571,0.6395,0.0000,0.8980,0.0000,0.0000,0.0000,0.0010000,26,,,
572,0.6412,0.0000,0.8514,0.0000,0.0000,0.0000,0.0010000,26,,,
573,0.6435,0.0000,0.7808,0.0000,0.0000,0.0000,0.0010000,26,,,
574,0.6452,0.0000,0.9042,0.0000,0.0000,0.0000,0.0010000,26,,,
575,0.6474,0.0000,0.8236,0.0000,0.0000,0.0000,0.0010000,26,,,
576,0.6478,0.0000,0.9329,0.0000,0.0000,0.0000,0.0010000,26,,,
577,0.6488,0.0000,0.9329,0.0000,0.0000,0.0000,0.0010000,27,,,
578,0.6485,0.0000,0.9533,0.0000,0.0000,0.0000,0.0010000,27,,,
579,0.6501,0.0000,0.7990,0.0000,0.0000,0.0000,0.0010000,27,,,
580,0.6517,0.0000,0.8246,0.0000,0.0000,0.0000,0.0010000,27,0.0000,0.0000,0.0000
581,0.6527,0.0000,0.7838,0.0000,0.0000,0.0000,0.0010000,27,,,
582,0.6543,0.0000,0.8233,0.0000,0.0000,0.0000,0.0010000,27,,,
583,0.6564,0.0000,0.9161,0.0000,0.0000,0.0000,0.0010000,27,,,
584,0.6574,0.0000,0.9630,0.0000,0.0000,0.0000,0.0010000,27,,,
585,0.6601,0.0000,0.8446,0.0000,0.0000,0.0000,0.0010000,27,,,
586,0.6635,0.0000,0.7336,0.0000,0.0000,0.0000,0.0010000,27,,,
587,0.6644,0.0000,0.8343,0.0000,0.0000,0.0000,0.0010000,27,,,
588,0.6664,0.0000,0.9654,0.0000,0.0000,0.0000,0.0010000,27,,,
589,0.6678,0.0000,0.9071,0.0000,0.0000,0.0000,0.0010000,27,,,
590,0.6705,0.0000,0.8157,0.0000,0.0000,0.0000,0.0010000,27,0.0000,0.0000,0.0000
591,0.6706,0.0000,0.9164,0.0000,0.0000,0.0000,0.0010000,27,,,
592,0.6707,0.0000,0.9211,0.0000,0.0000,0.0000,0.0010000,27,,,
593,0.6721,0.0000,0.8886,0.0000,0.0000,0.0000,0.0010000,28,,,
594,0.6753,0.0000,0.7877,0.0000,0.0000,0.0000,0.0010000,28,,,
595,0.6773,0.0000,0.8085,0.0000,0.0000,0.0000,0.0010000,28,,,
596,0.6780,0.0000,0.8682,0.0000,0.0000,0.0000,0.0010000,28,,,
597,0.6787,0.0000,0.8521,0.0000,0.0000,0.0000,0.0010000,28,,,
598,0.6794,0.0000,0.8295,0.0000,0.0000,0.0000,0.0010000,28,,,
599,0.6807,0.0000,0.9572,0.0000,0.0000,0.0000,0.0010000,28,,,
600,0.6839,0.0000,0.6995,0.0000,0.0000,0.0000,0.0010000,28,0.0000,0.0000,0.0000
601,0.6858,0.0000,0.8866,0.0000,0.0000,0.0000,0.0010000,28,,,
602,0.6876,0.0000,0.7482,0.0000,0.0000,0.0000,0.0010000,28,,,
603,0.6901,0.0000,0.7931,0.0000,0.0000,0.0000,0.0010000,28,,,
604,0.6919,0.0000,0.7659,0.0000,0.0000,0.0000,0.0010000,28,,,
605,0.6936,0.0000,0.7068,0.0000,0.0000,0.0000,0.0010000,28,,,
606,0.6967,0.0000,0.7929,0.0000,0.0000,0.0000,0.0010000,28,,,
607,0.6984,0.0000,0.8639,0.0000,0.0000,0.0000,0.0010000,28,,,
608,0.7015,0.0000,0.7275,0.0000,0.0000,0.0000,0.0010000,28,,,
609,0.7031,0.0000,0.9017,0.0000,0.0000,0.0000,0.0010000,29,,,
610,0.7036,0.0000,0.9249,0.0000,0.0000,0.0000,0.0010000,29,0.0000,0.0000,0.0000
611,0.7053,0.0000,0.7938,0.0000,0.0000,0.0000,0.0010000,29,,,
612,0.7082,0.0000,0.7682,0.0000,0.0000,0.0000,0.0010000,29,,,
613,0.7092,0.0000,0.8159,0.0000,0.0000,0.0000,0.0010000,29,,,
614,0.7102,0.0000,0.9432,0.0000,0.0000,0.0000,0.0010000,29,,,
615,0.7106,0.0000,0.9456,0.0000,0.0000,0.0000,0.0010000,29,,,
616,0.7128,0.0000,0.6641,0.0000,0.0000,0.0000,0.0010000,29,,,
617,0.7144,0.0000,0.8331,0.0000,0.0000,0.0000,0.0010000,29,,,
618,0.7173,0.0000,0.7403,0.0000,0.0000,0.0000,0.0010000,29,,,
619,0.7201,0.0000,0.6926,0.0000,0.0000,0.0000,0.0010000,29,,,
620,0.7222,0.0000,0.9114,0.0000,0.0000,0.0000,0.0010000,29,0.0000,0.0000,0.0000
621,0.7243,0.0000,0.7600,0.0000,0.0000,0.0000,0.0010000,29,,,
622,0.7263,0.0000,0.7699,0.0000,0.0000,0.0000,0.0010000,29,,,
623,0.7284,0.0000,0.8795,0.0000,0.0000,0.0000,0.0010000,29,,,
624,0.7304,0.0000,0.7274,0.0000,0.0000,0.0000,0.0010000,29,,,
625,0.7318,0.0000,0.8637,0.0000,0.0000,0.0000,0.0010000,29,,,
626,0.7345,0.0000,0.6921,0.0000,0.0000,0.0000,0.0010000,30,,,
627,0.7358,0.0000,0.6547,0.0000,0.0000,0.0000,0.0010000,30,,,
628,0.7385,0.0000,0.7802,0.0000,0.0000,0.0000,0.0010000,30,,,
629,0.7411,0.0000,0.7402,0.0000,0.0000,0.0000,0.0010000,30,,,
630,0.7437,0.0000,0.7121,0.0000,0.0000,0.0000,0.0010000,30,0.0000,0.0000,0.0000
631,0.7455,0.0000,0.8221,0.0000,0.0000,0.0000,0.0010000,30,,,
632,0.7481,0.0000,0.7984,0.0000,0.0000,0.0000,0.0010000,30,,,
633,0.7499,0.0000,0.7954,0.0000,0.0000,0.0000,0.0010000,30,,,
634,0.7524,0.0000,0.7780,0.0000,0.0000,0.0000,0.0010000,30,,,
635,0.7549,0.0000,0.7136,0.0000,0.0000,0.0000,0.0010000,30,,,
636,0.7560,0.0000,1.0012,0.0000,0.0000,0.0000,0.0010000,30,,,
637,0.7585,0.0000,0.7437,0.0000,0.0000,0.0000,0.0010000,30,,,
638,0.7609,0.0000,0.7515,0.0000,0.0000,0.0000,0.0010000,30,,,
639,0.7633,0.0000,0.8951,0.0000,0.0000,0.0000,0.0010000,30,,,
640,0.7656,0.0000,0.6572,0.0000,0.0000,0.0000,0.0010000,30,0.0000,0.0000,0.0000
641,0.7673,0.0000,0.7916,0.0000,0.0000,0.0000,0.0010000,30,,,
642,0.7696,0.0000,0.8790,0.0000,0.0000,0.0000,0.0010000,31,,,
643,0.7706,0.0000,0.7294,0.0000,0.0000,0.0000,0.0010000,31,,,
644,0.7729,0.0000,0.8238,0.0000,0.0000,0.0000,0.0010000,31,,,
645,0.7745,0.0000,0.8448,0.0000,0.0000,0.0000,0.0010000,31,,,
646,0.7767,0.0000,0.7577,0.0000,0.0000,0.0000,0.0010000,31,,,
647,0.7790,0.0000,0.6934,0.0000,0.0000,0.0000,0.0010000,31,,,
648,0.7812,0.0000,0.7333,0.0000,0.0000,0.0000,0.0010000,31,,,
649,0.7821,0.0000,0.8799,0.0000,0.0000,0.0000,0.0010000,31,,,
650,0.7842,0.0000,0.7572,0.0000,0.0000,0.0000,0.0010000,31,0.0000,0.0000,0.0000
651,0.7864,0.0000,0.9625,0.0000,0.0000,0.0000,0.0010000,31,,,
652,0.7885,0.0000,0.6011,0.0000,0.0000,0.0000,0.0010000,31,,,
653,0.7906,0.0000,0.7322,0.0000,0.0000,0.0000,0.0010000,31,,,
654,0.7927,0.0000,0.8776,0.0000,0.0000,0.0000,0.0010000,31,,,
655,0.7948,0.0000,0.8756,0.0000,0.0000,0.0000,0.0010000,31,,,
656,0.7969,0.0000,0.7603,0.0000,0.0000,0.0000,0.0010000,31,,,
657,0.7982,0.0000,0.7870,0.0000,0.0000,0.0000,0.0010000,32,,,
658,0.8002,0.0000,0.7399,0.0000,0.0000,0.0000,0.0010000,32,,,
659,0.8022,0.0000,0.7168,0.0000,0.0000,0.0000,0.0010000,32,,,
660,0.8042,0.0000,0.6931,0.0000,0.0000,0.0000,0.0010000,32,0.0000,0.0000,0.0000
661,0.8061,0.0000,0.7952,0.0000,0.0000,0.0000,0.0010000,32,,,
662,0.8081,0.0000,0.7755,0.0000,0.0000,0.0000,0.0010000,32,,,
663,0.8100,0.0000,0.7107,0.0000,0.0000,0.0000,0.0010000,32,,,
664,0.8106,0.0000,0.9126,0.0000,0.0000,0.0000,0.0010000,32,,,
